code,id_g2a,name,name_g2a,locality,station
,,"La Trinite","LA TRINITE","Saint Firmin",
,,"Hôtel Restaurant de la Chaussée","HOTEL RESTAURANT DE LA CHAUSSEE",Briançon,
,,"SOWELL HOTELS Le Parc  and  Spa","SOWELL HOTELS LE PARC  AND  SPA",Briançon,
,,"Mon Hotel à Gap","MON HOTEL A GAP",Gap,
,,"Hôtel Cristol","HOTEL CRISTOL",Briançon,
,,"Cap Verb Guillestre","CAP VERB GUILLESTRE",Guillestre,
,,"Hotel Restaurant La Pendine","HOTEL RESTAURANT LA PENDINE",Puy-Saint-Vincent,
,,"Hôtel Ecureuil","HOTEL ECUREUIL","Vars - Les Claux -  Vars",
,,"Hotel Bermond","HOTEL BERMOND",Saint-Julien-en-Beauchêne,
,1159,"Hôtel Les Écrins","HOTEL LES ECRINS","Les Orres 1650 -  Les Orres","LES ORRES"
,2279,"Hôtel Engilberge","HOTEL ENGILBERGE",Ailefroide,"LES ECRINS"
,,"Anova Hotel  and  Spa","ANOVA HOTEL  AND  SPA",Montgenèvre,
,,"La Neyrette","LA NEYRETTE",Saint-Disdier,
,,"Hôtel Restaurant Le Pavillon","HOTEL RESTAURANT LE PAVILLON",Gap,
,1163,"Hotel La Portette","HOTEL LA PORTETTE","Les Orres","LES ORRES"
,,"Le Ristolas","LE RISTOLAS",Ristolas,
,1166,"Hôtel Les Trappeurs","HOTEL LES TRAPPEURS","Les Orres","LES ORRES"
,,"Hotel Le Parpaillon","HOTEL LE PARPAILLON",Crévoux,
,,"Les Terrasses","LES TERRASSES",Montéglin,
,,"Chalet-Hôtel Alpage  and  SPA","CHALET-HOTEL ALPAGE  AND  SPA","Vars - Sainte-Marie -  Vars",
,1225,"Hôtel Le Lievre Blanc","HOTEL LE LIEVRE BLANC","Vars - Sainte-Marie -  Vars",VARS
,1234,"Hôtel Le Monte Pente","HOTEL LE MONTE PENTE","Vars - Sainte-Marie -  Vars",VARS
,,"Le Chardon Bleu","LE CHARDON BLEU","Risoul 1850 -  Risoul",
,,"Auberge du Col du Festre","AUBERGE DU COL DU FESTRE","Le Dévoluy",
,,"le Chal'heureux","LE CHAL'HEUREUX",Vars,
,,"L'Auberge d'Eygliers","L'AUBERGE D'EYGLIERS",Eygliers,
,9090,"Hotel SNOW CHILL","HOTEL SNOW CHILL","Risoul 1850 -  Risoul",RISOUL
,,"Ace Hôtel Toulouse Blagnac","ACE HOTEL TOULOUSE BLAGNAC",Cornebarrieu,
,,"ibis budget Toulouse Colomiers","IBIS BUDGET TOULOUSE COLOMIERS",Colomiers,
,,"Hôtel La Renaissance","HOTEL LA RENAISSANCE",Revel,
,,"Hampton By Hilton Toulouse Airport","HAMPTON BY HILTON TOULOUSE AIRPORT",Blagnac,
,,"NH Toulouse Airport","NH TOULOUSE AIRPORT",Blagnac,
,,"Ibis Styles Toulouse Centre Canal du Midi","IBIS STYLES TOULOUSE CENTRE CANAL DU MIDI","Toulouse Est -  Toulouse",
,,"Premiere Classe Toulouse Sud Labege","PREMIERE CLASSE TOULOUSE SUD LABEGE",Labège,
,,"Radisson Blu Hotel Toulouse Airport","RADISSON BLU HOTEL TOULOUSE AIRPORT",Blagnac,
,,"Best Western Plus Le Canard sur le Toit","BEST WESTERN PLUS LE CANARD SUR LE TOIT",Colomiers,
,,"Hôtel Le Père Léon","HOTEL LE PERE LEON","Centre de Toulouse -  Toulouse",
,,"Le Moulin de Rudelle","LE MOULIN DE RUDELLE",Muret,
,,"La Quietat","LA QUIETAT","Toulouse Sud-Est -  Toulouse",
,,"Campanile Toulouse Purpan","CAMPANILE TOULOUSE PURPAN","Toulouse Ouest -  Toulouse",
,,"Pullman Toulouse Centre Ramblas","PULLMAN TOULOUSE CENTRE RAMBLAS","Centre de Toulouse -  Toulouse",
,,"Hotel Ours Blanc - Wilson","HOTEL OURS BLANC - WILSON","Centre de Toulouse -  Toulouse",
,,"Hôtel Raymond 4 Toulouse","HOTEL RAYMOND 4 TOULOUSE","Centre de Toulouse -  Toulouse",
,,"Relais Fasthotel Port Lauragais","RELAIS FASTHOTEL PORT LAURAGAIS",Avignonet-de-Lauragais,
,,"LE PETIT CERF","LE PETIT CERF",Cervières,
,,"Chateau de Faudade","CHATEAU DE FAUDADE",Lévignac-sur-Save,
,,"Première Classe Toulouse Nord - L'Union","PREMIERE CLASSE TOULOUSE NORD - L'UNION",LʼUnion,
,,"Hôtel Innes by HappyCulture","HOTEL INNES BY HAPPYCULTURE","Centre de Toulouse -  Toulouse",
,,"Hôtel Restaurant Clément ADER","HOTEL RESTAURANT CLEMENT ADER",Muret,
,,"Campanile Toulouse Balma - Cité de l'Espace","CAMPANILE TOULOUSE BALMA - CITE DE L'ESPACE","Toulouse Sud-Est -  Toulouse",
,,"Le Clocher de Rodez Centre Gare","LE CLOCHER DE RODEZ CENTRE GARE","Centre de Toulouse -  Toulouse",
,,"Hôtel Restaurant du Lauragais LOGIS DE FRANCE","HOTEL RESTAURANT DU LAURAGAIS LOGIS DE FRANCE",Villefranche-de-Lauragais,
,,"ibis budget Toulouse Aeroport","IBIS BUDGET TOULOUSE AEROPORT",Blagnac,
,,"The Originals Access- Hôtel Innostar","THE ORIGINALS ACCESS- HOTEL INNOSTAR",Labège,
,,"Hotel de Bordeaux","HOTEL DE BORDEAUX","Centre de Toulouse -  Toulouse",
,,"Campanile Toulouse Sud-Labège innopole","CAMPANILE TOULOUSE SUD-LABEGE INNOPOLE",Labège,
,,"Hotel Arena Toulouse","HOTEL ARENA TOULOUSE","Toulouse Sud-Est -  Toulouse",
,,"Hotel Gascogne","HOTEL GASCOGNE","Saint-Cyprien -  Toulouse",
,1151,"Hôtel L'Escale Blanche","HOTEL L'ESCALE BLANCHE","Les Orres 1650 -  Les Orres","LES ORRES"
,3549,"Auberge du Crabère","AUBERGE DU CRABERE",Melles,"VALLEES DE SAINT-BEAT"
,,"Hôtel des Etats-Unis","HOTEL DES ETATS-UNIS","Minimes - Barrière de Paris -  Toulouse",
,,"Hôtel de Brienne","HOTEL DE BRIENNE","Centre de Toulouse -  Toulouse",
,,"Hôtel Restaurant La Casera","HOTEL RESTAURANT LA CASERA",Clarac,
,,"Résidence Hôtelière des Ondes","RESIDENCE HOTELIERE DES ONDES",Saint-Lys,
,,"Citiz Hotel","CITIZ HOTEL","Centre de Toulouse -  Toulouse",
,,"Dios Hotel","DIOS HOTEL",Bruguières,
,,"Hotel Du Commerce Spa","HOTEL DU COMMERCE SPA",Saint-Gaudens,
,,"Hotel Palladia","HOTEL PALLADIA","Toulouse Ouest -  Toulouse",
,,"Hotel Restaurant L'Hotan","HOTEL RESTAURANT L'HOTAN",Portet-sur-Garonne,
,,"Hotel Victor Hugo","HOTEL VICTOR HUGO","Centre de Toulouse -  Toulouse",
,,"Logis - Hôtel Restaurant du Midi","LOGIS - HOTEL RESTAURANT DU MIDI",Revel,
,,"Hôtel  and  Résidence Octel","HOTEL  AND  RESIDENCE OCTEL",Portet-sur-Garonne,
,,"Auberge du Poids Public","AUBERGE DU POIDS PUBLIC",Saint-Félix-Lauragais,
,,"Campanile Toulouse - Blagnac Aéroport","CAMPANILE TOULOUSE - BLAGNAC AEROPORT",Blagnac,
,,"Résidence Ramblas","RESIDENCE RAMBLAS","Centre de Toulouse -  Toulouse",
,,"Mercure Toulouse Aéroport Golf de Seilh","MERCURE TOULOUSE AEROPORT GOLF DE SEILH",Seilh,
,,"Hôtel Pedussaut","HOTEL PEDUSSAUT",Saint-Gaudens,
,,"Ibis Styles Toulouse Labège","IBIS STYLES TOULOUSE LABEGE",Labège,
,,"Mama Shelter Toulouse","MAMA SHELTER TOULOUSE","Centre de Toulouse -  Toulouse",
,,"Hôtel Icare","HOTEL ICARE","Centre de Toulouse -  Toulouse",
,,"The Originals City- Hotel Ariane- Toulouse","THE ORIGINALS CITY- HOTEL ARIANE- TOULOUSE","Toulouse Sud-Est -  Toulouse",
,,"Holiday Inn Toulouse Airport- an IHG Hotel","HOLIDAY INN TOULOUSE AIRPORT- AN IHG HOTEL",Blagnac,
,,"Le Trèfle","LE TREFLE",Portet-sur-Garonne,
,,"Premiere Classe Toulouse Sesquières","PREMIERE CLASSE TOULOUSE SESQUIERES","Toulouse Nord -  Toulouse",
,,"hotelF1 Toulouse Aéroport","HOTELF1 TOULOUSE AEROPORT",Blagnac,
,,"Eklo Toulouse","EKLO TOULOUSE","Toulouse Rive Gauche -  Toulouse",
,,"Hôtel Vol de Nuit Purpan","HOTEL VOL DE NUIT PURPAN","Toulouse Ouest -  Toulouse",
,,"Hôtel Cuulong","HOTEL CUULONG",Labarthe-Inard,
,,"Auberge La Soulan","AUBERGE LA SOULAN",Boutx,
,,"Hôtel St Sernin","HOTEL ST SERNIN","Centre de Toulouse -  Toulouse",
,,"Hôtel des Arts","HOTEL DES ARTS","Centre de Toulouse -  Toulouse",
,,"Hôtellerie de l'Abbaye","HOTELLERIE DE L'ABBAYE",Bellegarde,
,,"Villa du Taur","VILLA DU TAUR","Centre de Toulouse -  Toulouse",
,,"Ibis Styles Toulouse Capitole","IBIS STYLES TOULOUSE CAPITOLE","Centre de Toulouse -  Toulouse",
,,"Residence Inn by Marriott Toulouse-Blagnac","RESIDENCE INN BY MARRIOTT TOULOUSE-BLAGNAC",Blagnac,
,,"ibis Toulouse Gare Matabiau","IBIS TOULOUSE GARE MATABIAU","Centre de Toulouse -  Toulouse",
,,"ibis Toulouse Centre","IBIS TOULOUSE CENTRE","Centre de Toulouse -  Toulouse",
,,"L organdi","L ORGANDI",Cornebarrieu,
,,"Logis Hôtel L'Arche de Noé","LOGIS HOTEL L'ARCHE DE NOE",Noé,
,,"Hôtel le Pastel","HOTEL LE PASTEL","Centre de Toulouse -  Toulouse",
,,"Hôtel d'Orsay","HOTEL D'ORSAY","Centre de Toulouse -  Toulouse",
,,"B and B HOTEL Toulouse Cité de l'Espace Gonord","B AND B HOTEL TOULOUSE CITE DE L'ESPACE GONORD","Toulouse Sud-Est -  Toulouse",
,,"B and B HOTEL Toulouse Cité de l'Espace Mouchotte","B AND B HOTEL TOULOUSE CITE DE L'ESPACE MOUCHOTTE","Toulouse Sud-Est -  Toulouse",
,,"ibis Toulouse Pont Jumeaux","IBIS TOULOUSE PONT JUMEAUX","Centre de Toulouse -  Toulouse",
,,"ibis Styles Toulouse Centre Gare","IBIS STYLES TOULOUSE CENTRE GARE","Centre de Toulouse -  Toulouse",
,,"Grand Hôtel d'Orléans","GRAND HOTEL D'ORLEANS","Centre de Toulouse -  Toulouse",
,,"HOTEL  and  SPA GASQUET","HOTEL  AND  SPA GASQUET",Luchon,
,,"ibis Toulouse Aeroport","IBIS TOULOUSE AEROPORT",Blagnac,
,,"Hotel Mercure Toulouse Centre Compans","HOTEL MERCURE TOULOUSE CENTRE COMPANS","Centre de Toulouse -  Toulouse",
,,"LE CASTEL D'ALTI","LE CASTEL D'ALTI",Luchon,
,,"Hôtel Saint Laurans","HOTEL SAINT LAURANS",Aurignac,
,,"B and B HOTEL Toulouse Basso Cambo","B AND B HOTEL TOULOUSE BASSO CAMBO","Toulouse Ouest -  Toulouse",
,,"Le Moulin","LE MOULIN",Martres-Tolosane,
,,"Novotel Toulouse Centre Wilson","NOVOTEL TOULOUSE CENTRE WILSON","Centre de Toulouse -  Toulouse",
,,"L'ALCOVE HOTEL RESTAURANT","L'ALCOVE HOTEL RESTAURANT",Villematier,
,,"Novotel Toulouse Centre Compans Caffarelli","NOVOTEL TOULOUSE CENTRE COMPANS CAFFARELLI","Centre de Toulouse -  Toulouse",
,,"ibis Styles Toulouse Nord Sesquieres","IBIS STYLES TOULOUSE NORD SESQUIERES","Toulouse Nord -  Toulouse",
,,"L'Oustal du Lauragais","L'OUSTAL DU LAURAGAIS",Labastide-Beauvoir,
,,"La Teurgoule","LA TEURGOULE",Montastruc-la-Conseillère,
,,"Ibis Styles Toulouse Blagnac Aéroport","IBIS STYLES TOULOUSE BLAGNAC AEROPORT",Blagnac,
,,"COURRIER SUD","COURRIER SUD",Quint-Fonsegrives,
,,"Villa Léopoldine","VILLA LEOPOLDINE",Grenade,
,,"Hôtel Le Capitole","HOTEL LE CAPITOLE","Centre de Toulouse -  Toulouse",
,,"ibis Toulouse Université","IBIS TOULOUSE UNIVERSITE","Toulouse Ouest -  Toulouse",
,,"Campanile Toulouse Sesquieres","CAMPANILE TOULOUSE SESQUIERES","Toulouse Nord -  Toulouse",
,,"B and B HOTEL Toulouse Purpan Zénith","B AND B HOTEL TOULOUSE PURPAN ZENITH","Toulouse Ouest -  Toulouse",
,,"Résidence Thibaud","RESIDENCE THIBAUD","Toulouse Ouest -  Toulouse",
79944,230,"Résidence Goélia Les Chalets de Wengen","RESIDENCE GOELIA LES CHALETS DE WENGEN","La Plagne - Montchavin","LA PLAGNE"
,,"LE SPORTING","LE SPORTING",Beaumont-sur-Lèze,
,5289,"Hôtel Mondial","HOTEL MONDIAL",Perpignan,"PERPIGNAN MEDITERRANEE"
,7102,"Hôtel Beau Rivage","HOTEL BEAU RIVAGE","Argeles Plage -  Argelès-sur-Mer",
,8038,"Hôtel Côté Thalasso","HOTEL COTE THALASSO",Banyuls-sur-Mer,BANYULS-SUR-MER
,5965,"Hôtel de France","HOTEL DE FRANCE","Centre de Toulouse -  Toulouse",
,,"Maison Anjali","MAISON ANJALI","Toulouse Sud-Est -  Toulouse",
,,L'Ôberge,L'OBERGE,Arlos,
,2017,"Hôtel Le Castelet","HOTEL LE CASTELET",Ax-les-Thermes,"VALLEE D'AX"
,,"Le Ratelier","LE RATELIER",Montaigut-sur-Save,
,,"Hotel Akena Toulouse Le Prado - Proche Zénith","HOTEL AKENA TOULOUSE LE PRADO - PROCHE ZENITH","Toulouse Rive Gauche -  Toulouse",
,,"Boutique Hotel SOCLO","BOUTIQUE HOTEL SOCLO","Centre de Toulouse -  Toulouse",
,,"Chateau de Drudas","CHATEAU DE DRUDAS",Drudas,
,,"Domaine de Garabaud","DOMAINE DE GARABAUD",Mazères,
,,"Hôtel Terranostra","HOTEL TERRANOSTRA",Tarascon-sur-Ariège,
,,"Brit Hotel Confort Foix","BRIT HOTEL CONFORT FOIX",Foix,
,,"Hôtel Premiere Classe Pamiers","HOTEL PREMIERE CLASSE PAMIERS",Pamiers,
,,"Hôtel Confort 09 ou HC-09","HOTEL CONFORT 09 OU HC-09",Tarascon-sur-Ariège,
,,"Hôtel Le Lons","HOTEL LE LONS",Foix,
,,"Logis Hôtel restaurant Les Minotiers","LOGIS HOTEL RESTAURANT LES MINOTIERS",Mirepoix,
,,"Le Manoir d'Agnès","LE MANOIR D'AGNES",Tarascon-sur-Ariège,
,,"La Pierre Blanche","LA PIERRE BLANCHE",Luzenac,
,,"Hôtel Le Roi Gourmand","HOTEL LE ROI GOURMAND",Pamiers,
,,"Auberge Les Myrtilles","AUBERGE LES MYRTILLES","Le Bosc",
,,"Palais Cathare","PALAIS CATHARE",Bélesta,
,,"Les chambres et studios Camping Parc de Paletès","LES CHAMBRES ET STUDIOS CAMPING PARC DE PALETES",Saint-Girons,
,,"Hôtel La Rocade","HOTEL LA ROCADE",Pamiers,
,,"Logis Auberge de l'Isard","LOGIS AUBERGE DE L'ISARD",Saint-Lary,
,,"La Tour du Loup","LA TOUR DU LOUP","La Bastide-de-Sérou",
,,"Le Clos Cathala Chambres d'Hôtes","LE CLOS CATHALA CHAMBRES D'HOTES",Saint-Paul-de-Jarrat,
,,"Château de Longpré","CHATEAU DE LONGPRE",Varilhes,
,9119,"Hôtel Le Commerce","HOTEL LE COMMERCE",Mirepoix,SERRE-PONCON
,,"B and B HOTEL Perpignan Saleilles","B AND B HOTEL PERPIGNAN SALEILLES",Perpignan,
,,"Kyriad Direct Perpignan - Aeroport","KYRIAD DIRECT PERPIGNAN - AEROPORT",Rivesaltes,
,,"Holiday Inn Perpignan- an IHG Hotel","HOLIDAY INN PERPIGNAN- AN IHG HOTEL",Perpignan,
,,"ibis Styles Perpignan Centre Gare","IBIS STYLES PERPIGNAN CENTRE GARE",Perpignan,
,,"Domaine Riberach","DOMAINE RIBERACH",Bélesta,
,,"Villa Duflot Hôtel  and  Spa Perpignan","VILLA DUFLOT HOTEL  AND  SPA PERPIGNAN",Perpignan,
,,"Best Western Le Vauban","BEST WESTERN LE VAUBAN",Prades,
,,"B and B Hôtel Perpignan Centre","B AND B HOTEL PERPIGNAN CENTRE",Perpignan,
,4368,"Hotel Corrieu","HOTEL CORRIEU","La Llagonne","VILLAGES PYRENEES CATALANES"
,,"B and B HOTEL PERPIGNAN Nord Aéroport","B AND B HOTEL PERPIGNAN NORD AEROPORT",Perpignan,
,,"Hôtel Le Cottage","HOTEL LE COTTAGE",Argelès-sur-Mer,
,,"Premiere Classe Perpignan Sud","PREMIERE CLASSE PERPIGNAN SUD",Perpignan,
,5224,"Hotel Aragon","HOTEL ARAGON",Perpignan,"PERPIGNAN MEDITERRANEE"
,,"Le Neoulous","LE NEOULOUS","Le Boulou",
,,"Grand Hôtel Les Flamants Roses Thalasso  and  Spa","GRAND HOTEL LES FLAMANTS ROSES THALASSO  AND  SPA",Canet-en-Roussillon,
,,"Hotel De France","HOTEL DE FRANCE",Perpignan,
,,"Logis Hôtel La Fauceille","LOGIS HOTEL LA FAUCEILLE",Perpignan,
,,"Nyx Boutique Hotel","NYX BOUTIQUE HOTEL",Perpignan,
,,"Hotel Restaurant L'Espassole","HOTEL RESTAURANT L'ESPASSOLE",Thuir,
,,"ibis Styles Perpignan Canet En Roussillon","IBIS STYLES PERPIGNAN CANET EN ROUSSILLON",Canet-en-Roussillon,
,,"Hotel Le Clos Cerdan","HOTEL LE CLOS CERDAN",Mont-Louis,
,,"L'Oree du Bois","L'OREE DU BOIS",Font-Romeu,
,,"Logis Hôtel Les II Mas - Perpignan Sud","LOGIS HOTEL LES II MAS - PERPIGNAN SUD",Cabestany,
,,"Hôtel Le Châtelet logis","HOTEL LE CHATELET LOGIS",Saint-Paul-de-Fenouillet,
,,"Hotel Princess","HOTEL PRINCESS",Vernet-les-Bains,
,,"Logis Hotel Solhotel","LOGIS HOTEL SOLHOTEL",Banyuls-sur-Mer,
,2401,"Hôtel Le Belvedere","HOTEL LE BELVEDERE",Saint-Cyprien,"BRIDES LES BAINS"
,,"Ibis Budget Perpignan Sud","IBIS BUDGET PERPIGNAN SUD",Perpignan,
,,"Hôtel Restaurant Mas del Gall","HOTEL RESTAURANT MAS DEL GALL",Castelnou,
,,"Le Château Brangoly - Adults Only","LE CHATEAU BRANGOLY - ADULTS ONLY",Enveitg,
,,"Hotel Du Village Catalan","HOTEL DU VILLAGE CATALAN",Banyuls-dels-Aspres,
,,"Campanile Perpignan Aéroport","CAMPANILE PERPIGNAN AEROPORT",Rivesaltes,
,,"Les Jardins Du Cèdre","LES JARDINS DU CEDRE",Port-Vendres,
,,"Le Llaret","LE LLARET","Les Angles",
,,"Tropic Hôtel","TROPIC HOTEL",Rivesaltes,
,,"Campanile Perpignan Sud","CAMPANILE PERPIGNAN SUD",Perpignan,
,459,"Hotel Savoy","HOTEL SAVOY",Aix-les-Bains,"VALLEE DE MERIBEL"
,,"Le Regina","LE REGINA",Canet-en-Roussillon,
,,"Relais et Châteaux Thalasso  and  Spa Ile de la Lagune","RELAIS ET CHATEAUX THALASSO  AND  SPA ILE DE LA LAGUNE",Saint-Cyprien,
,3852,"Grand Hôtel Du Lido","GRAND HOTEL DU LIDO","Argeles Plage -  Argelès-sur-Mer",ARGELES-SUR-MER
,10015,"Hôtel Chez Camille","HOTEL CHEZ CAMILLE",Banyuls-sur-Mer,BANYULS-SUR-MER
,,"HOTEL RESTAURANT CORTIE","HOTEL RESTAURANT CORTIE",Thuir,
,,"Hotel La Belle Aude","HOTEL LA BELLE AUDE",Matemale,
,3133,"Hôtel Stella","HOTEL STELLA",Lourdes,"LES GETS"
,,"Le Domaine de Falgos Golf  and  Spa","LE DOMAINE DE FALGOS GOLF  AND  SPA",Saint-Laurent-de-Cerdans,
,4484,"Hôtel Picheyre","HOTEL PICHEYRE",Formiguères,"VILLAGES PYRENEES CATALANES"
,,"Auberge du Cellier","AUBERGE DU CELLIER",Montner,
,,"L'Hôtel du Méditerranée","L'HOTEL DU MEDITERRANEE",Argelès-sur-Mer,
,,"Novotel Suites Perpignan Centre","NOVOTEL SUITES PERPIGNAN CENTRE",Perpignan,
,8918,"Hôtel Beau Site","HOTEL BEAU SITE",Lourdes,"VAL D'ALLOS"
,,"hôtel' la tour de l'horloge '","HOTEL' LA TOUR DE L'HORLOGE '",Rivesaltes,
,,"La Villa 129","LA VILLA 129",Ille-sur-Têt,
,,"Le Grand Hôtel","LE GRAND HOTEL",Molitg-les-Bains,
,,Carlit,CARLIT,Font-Romeu,
,,"ibis Perpignan Sud Saint Charles","IBIS PERPIGNAN SUD SAINT CHARLES",Perpignan,
,,"Logis Les Charmettes","LOGIS LES CHARMETTES","Argeles Plage -  Argelès-sur-Mer",
,,"Mercure Perpignan Centre","MERCURE PERPIGNAN CENTRE",Perpignan,
,,"Hôtel Vesuvio","HOTEL VESUVIO",Lourdes,
,,"Hôtel Paradis","HOTEL PARADIS",Lourdes,
,,"Hôtel Angelic","HOTEL ANGELIC",Lourdes,
,,"Hôtel Alba","HOTEL ALBA",Lourdes,
,,"Hôtel Tourmalet","HOTEL TOURMALET",Luz-Saint-Sauveur,
,,"Hôtel Roissy","HOTEL ROISSY",Lourdes,
,,"L'Auberge Everhotel de Tarbes-Ibos","L'AUBERGE EVERHOTEL DE TARBES-IBOS",Tarbes,
,,"Hôtel des 4 Ours","HOTEL DES 4 OURS",Aragnouet,
,,"Hôtel Notre Dame de la Sarte","HOTEL NOTRE DAME DE LA SARTE",Lourdes,
,,"Hôtel La Solitude","HOTEL LA SOLITUDE",Lourdes,
,,"Hôtel Myosotis","HOTEL MYOSOTIS",Lourdes,
,,"Hôtel Le Tivoli","HOTEL LE TIVOLI",Vic-en-Bigorre,
,,"Hôtel Saint Sauveur","HOTEL SAINT SAUVEUR",Lourdes,
,,"Hôtel Sainte-Rose","HOTEL SAINTE-ROSE",Lourdes,
,,"BRIT HOTEL DU LACA - Capvern","BRIT HOTEL DU LACA - CAPVERN",Capvern,
,,"ibis budget Tarbes","IBIS BUDGET TARBES",Tarbes,
,,"Hôtel Compostelle","HOTEL COMPOSTELLE",Lourdes,
,,"Hôtel Hélianthe","HOTEL HELIANTHE",Lourdes,
,,"Hôtel Montfort","HOTEL MONTFORT",Lourdes,
,,"Hôtel Astrid","HOTEL ASTRID",Lourdes,
,,"Mercure Lourdes Impérial","MERCURE LOURDES IMPERIAL",Lourdes,
,,"Hôtel Continental","HOTEL CONTINENTAL",Lourdes,
,,"Hôtel Panorama","HOTEL PANORAMA",Lourdes,
,,"Hôtel de L'Avenue","HOTEL DE L'AVENUE",Tarbes,
,3850,"Auberge Du Roua","AUBERGE DU ROUA",Argelès-sur-Mer,ARGELES-SUR-MER
,,"Les Gentianes","LES GENTIANES",Aspin-en-Lavedan,
,,"Hôtel les Deux Cols","HOTEL LES DEUX COLS",Sainte-Marie-de-Campan,
,,"Hôtel Le Montaigu","HOTEL LE MONTAIGU",Luz-Saint-Sauveur,
,,"Hôtel Jeanne d'Arc","HOTEL JEANNE D'ARC",Lourdes,
,,"Kyriad Tarbes Bastillac","KYRIAD TARBES BASTILLAC",Tarbes,
,,"La Voie Lactée","LA VOIE LACTEE","La Mongie",
,,"Hôtel Le Milan","HOTEL LE MILAN",Lourdes,
,2600,"Hôtel Saint Vincent","HOTEL SAINT VINCENT",Bagnères-de-Bigorre,"TOURMALET - PIC DU MIDI"
,,"Kyriad Tarbes Odos","KYRIAD TARBES ODOS",Odos,
,,"ibis Tarbes Odos","IBIS TARBES ODOS",Odos,
,,"Carré Py' Hôtel","CARRE PY' HOTEL",Bagnères-de-Bigorre,
,,"Hôtel Chez Pierre d'Agos","HOTEL CHEZ PIERRE D'AGOS",Agos-Vidalos,
,,"Fasthotel Tarbes-Séméac","FASTHOTEL TARBES-SEMEAC",Séméac,
,,"Le Rex Hôtel","LE REX HOTEL",Tarbes,
,,"Hôtel Marquette","HOTEL MARQUETTE",Lourdes,
,,"Hôtel Le Rive Droite  and  SPA","HOTEL LE RIVE DROITE  AND  SPA",Lourdes,
,,"Best Western Beauséjour","BEST WESTERN BEAUSEJOUR",Lourdes,
,,"Notre Dame AUXILIATRICE","NOTRE DAME AUXILIATRICE",Lourdes,
,,"Ferme Arboucau","FERME ARBOUCAU",Peyrouse,
,,"Hôtel Lys de Marie","HOTEL LYS DE MARIE",Lourdes,
,,"Grand Hôtel Moderne","GRAND HOTEL MODERNE",Lourdes,
,,"Hôtel Eco Logis","HOTEL ECO LOGIS",Séméac,
,,"Cit'Hotel de la Marne","CIT'HOTEL DE LA MARNE",Tarbes,
,,"Hôtel Louvre Vincenette","HOTEL LOUVRE VINCENETTE",Lourdes,
,,"Mercure Saint-Lary","MERCURE SAINT-LARY",Saint-Lary-Soulan,
,,"Hôtel de Nevers","HOTEL DE NEVERS",Lourdes,
,,"Hôtel Irlande","HOTEL IRLANDE",Lourdes,
,,"Gite Fouga","GITE FOUGA",Aragnouet,
,,"Hôtel Notre Dame de France","HOTEL NOTRE DAME DE FRANCE",Lourdes,
,,"Hôtel L'Européen","HOTEL L'EUROPEEN",Tarbes,
,,"L' Auberge du château","L' AUBERGE DU CHATEAU",Génos,
,,"Hôtel de La Paix","HOTEL DE LA PAIX",Bagnères-de-Bigorre,
,,"Hôtel Mirasol","HOTEL MIRASOL",Lourdes,
,,"Cit'Hotel de La Vallée","CIT'HOTEL DE LA VALLEE",Lourdes,
,,"Hotel Acapulco","HOTEL ACAPULCO",Lourdes,
,,"Hôtel Acadia","HOTEL ACADIA",Lourdes,
,,"Hotel Du Rocher","HOTEL DU ROCHER",Lourdes,
,,"Azur Hotel","AZUR HOTEL",Balaruc-les-Bains,
,1687,"Hôtel Mir","HOTEL MIR",Saint-Lary-Soulan,"SAINT LARY"
,2623,"Hotel du Commerce","HOTEL DU COMMERCE",Pontacq,
,7204,"Hôtel de Paris","HOTEL DE PARIS",Lourdes,
,,"Hôtel Saint-Charles","HOTEL SAINT-CHARLES",Lourdes,
,,"Logis Hôtel Les 3B","LOGIS HOTEL LES 3B",Nouilhan,
,,"Grand Hôtel d'Espagne","GRAND HOTEL D'ESPAGNE",Lourdes,
,,"Hôtel Sainte Suzanne","HOTEL SAINTE SUZANNE",Lourdes,
,8890,"Hôtel du Parc","HOTEL DU PARC",Salies-de-Béarn,HOSSEGOR
,,"Hôtel Florida","HOTEL FLORIDA",Lourdes,
,,"Hôtel des Rosiers","HOTEL DES ROSIERS",Lourdes,
,,"Hôtel Agena","HOTEL AGENA",Lourdes,
,,"Hôtel Ariane","HOTEL ARIANE",Lourdes,
,,"Hôtel Christ Roi","HOTEL CHRIST ROI",Lourdes,
,,"Saint Francois Xavier","SAINT FRANCOIS XAVIER",Lourdes,
,,"Quick Palace Pau Zénith","QUICK PALACE PAU ZENITH",Pau,
,,"Hotel De Gramont","HOTEL DE GRAMONT",Pau,
,,"Hôtel Le Roncevaux","HOTEL LE RONCEVAUX",Pau,
,,"Okko Hotels Bayonne Centre","OKKO HOTELS BAYONNE CENTRE",Bayonne,
,,"Brit Hotel Confort Pau Lons","BRIT HOTEL CONFORT PAU LONS",Lons,
,,"Fasthotel Pau","FASTHOTEL PAU",Lescar,
,,"Cit'Hotel Atlantic Hotel","CIT'HOTEL ATLANTIC HOTEL",Pau,
,,"Hotel Villa Catarie","HOTEL VILLA CATARIE",Guéthary,
,,"Hotel Le Bourbon Pau Centre","HOTEL LE BOURBON PAU CENTRE",Pau,
,,"Best Western Kemaris","BEST WESTERN KEMARIS",Biarritz,
